,created_at,html_url,name,body,published_at
10,2024-02-21T16:47:19Z,https://github.com/stanfordnlp/stanza/pull/1347,,"Integrate peft with the constituency parser.  While we're here, add a feature to the dependency parser to only finetune N layers instead of all the layers, although this didn't help get better dependency parsers",
11,2024-02-17T05:52:11Z,https://github.com/stanfordnlp/stanza/pull/1346,,"Eliminate goeswith phrases from the lemmatizer training data.  Doesn't do anything to the lemmatizer in the case of eval data (dev or test sets, and more importantly, Pipelines)

Addresses https://github.com/stanfordnlp/stanza/issues/1345 once the models are retrained

",
12,2024-02-16T21:23:59Z,https://github.com/stanfordnlp/stanza/issues/1345,,"```
nlp = stanza.Pipeline(lang=""en"")
nlp(""Hi Andrea"")
```

gives

```
...
    {
      ""id"": 2,
      ""text"": ""Andrea"",
      ""lemma"": ""andreabertone@enron_development"",
      ""upos"": ""PROPN"",
      ""xpos"": ""NNP"",
      ""feats"": ""Number=Sing"",
      ""head"": 1,
      ""deprel"": ""vocative"",
      ""start_char"": 3,
      ""end_char"": 9,
      ""ner"": ""S-PERSON"",
      ""multi_ner"": [
        ""S-PERSON""
      ]
    }
...
```

causing incorrect lemmas to leak from the training data.",
13,2024-02-14T21:20:09Z,https://github.com/stanfordnlp/stanza/pull/1344,,"Add some various tooling such as a 2nd optimizer and integration with peft to the dependency parser.  Unfortunately, aside from Marathi for some reason, there seems to be little in the way of a big win for either full finetuning or using peft on the depparser.  Will continue to CV for better training parameters which do have a benefit, and integrating this tooling should make it so that any models we do find can be immediately released without a new code release.",
14,2024-02-06T21:42:15Z,https://github.com/stanfordnlp/stanza/pull/1342,,the original code only works in cases where `n_docs` is even for `self.config.bert_finetune_begin_epoch=0.5` due to rounding error.,
15,2024-02-03T01:15:42Z,https://github.com/stanfordnlp/stanza/pull/1341,,"Add an oracle for the TOP_DOWN transition scheme - seems to be effective in improving the scores for a top down parser

Includes unambiguous & ambiguous transitions

Also, keep track of stats for both the top_down and in_order oracles",
16,2024-01-29T23:29:12Z,https://github.com/stanfordnlp/stanza/issues/1339,,"**Describe the bug**
Depending on whether `tokenize_pretokenized` and `tokenize_no_ssplit` are each `True` or `False`,  the following sentence results in the coref processor yielding either the exception `ValueError: The coref model predicted a span that crossed two sentences!` or the exception `IndexError: list index out of range` error, on lines 120 and 119 of `stanza/pipeline/coref_processor.py`, respectively.

The sentence: `The son of Mr. and Mrs. X. He is four during the events of the first book . <eos>`

**To Reproduce**
Steps to reproduce the behavior:

Set up code:
```python
import stanza

s = ""The son of Mr. and Mrs. X. He is four during the events of the first book . <eos>""

pipeline = stanza.Pipeline(lang=""en"", processors=""tokenize,pos,lemma,depparse,coref"")
pipeline_no_ssplit = stanza.Pipeline(lang=""en"", processors=""tokenize,pos,lemma,depparse,coref"", tokenize_no_ssplit=True)
pipeline_pretok = stanza.Pipeline(lang=""en"", processors=""tokenize,pos,lemma,depparse,coref"", tokenize_pretokenized=True)
pipeline_pretok_no_ssplit = stanza.Pipeline(lang=""en"", processors=""tokenize,pos,lemma,depparse,coref"", tokenize_pretokenized=True, tokenize_no_ssplit=True)
```

Then the following line of code:

```py
a = pipeline(s)
```

produces the exception:

```py
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/apatil/anaconda3/envs/base_nlp/lib/python3.9/site-packages/stanza/pipeline/core.py"", line 476, in __call__
    return self.process(doc, processors)
  File ""/Users/apatil/anaconda3/envs/base_nlp/lib/python3.9/site-packages/stanza/pipeline/core.py"", line 427, in process
    doc = process(doc)
  File ""/Users/apatil/anaconda3/envs/base_nlp/lib/python3.9/site-packages/stanza/pipeline/coref_processor.py"", line 120, in process
    raise ValueError(""The coref model predicted a span that crossed two sentences!  Please send this example to us on our github"")
ValueError: The coref model predicted a span that crossed two sentences!  Please send this example to us on our github
```

whereas any of the following lines of code:

```py
b = pipeline_nossplit(s)
c = pipeline_pretok(s)
d = pipeline_pretok_nossplit(s)
```

produce the exception:

```py
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/apatil/anaconda3/envs/base_nlp/lib/python3.9/site-packages/stanza/pipeline/core.py"", line 476, in __call__
    return self.process(doc, processors)
  File ""/Users/apatil/anaconda3/envs/base_nlp/lib/python3.9/site-packages/stanza/pipeline/core.py"", line 427, in process
    doc = process(doc)
  File ""/Users/apatil/anaconda3/envs/base_nlp/lib/python3.9/site-packages/stanza/pipeline/coref_processor.py"", line 119, in process
    if sent_ids[span[1]] != sent_id:
IndexError: list index out of range
```

**Expected behavior**
All of these should just work. They should not throw any of the issues above.

**Environment (please complete the following information):**
 - OS: Reproduced on Mac (with CPU) and Oracle Linux (with GPU)
 - Python version: `Python 3.9.16 | packaged by conda-forge`
 - Stanza version: `1.7.0`

**Additional context**
I have also seen sporadic instances of the `coref model predicted a span that crossed two sentences!` error elsewhere, but previously only with a large group of sentences in a single doc, omitting any one of which, strangely, resulting in the error no longer surfacing. This is the first time I've been able to reproduce it with a single sentence, hence why I am reporting it. I can, however, provide other batches of sentences that result in the same issue, if it helps.
",
17,2024-01-28T18:19:29Z,https://github.com/stanfordnlp/stanza/pull/1338,,"This PR enables wandb support, including gradient tracking, for the coref tagger.",
18,2024-01-28T18:17:22Z,https://github.com/stanfordnlp/stanza/pull/1337,,"- Optional two-stage optimization scheme after first optim converged
- wandb gradient logging
- Model checkpointing with optimizer
",
19,2024-01-28T08:40:07Z,https://github.com/stanfordnlp/stanza/pull/1336,,"- PEFT and training ops (wandb) updates for NER
- optional two stage optimization (doesn't seem to help much)

depends on #1337 and #1338 (merged)",
20,2024-01-25T23:58:07Z,https://github.com/stanfordnlp/stanza/pull/1335,,"Add a PEFT wrapper for the Sentiment training.

Works quite well on English, actually, even without splitting the optimizer or implementing any form of scheduling.
With no finetuning, adding electra-large to the 3 class English dataset (SST plus a few other pieces) gets 70 Macro F1.
The base finetuning gets between 74-75 macro F1 on sstplus, but frequently fails to successfully train, getting somewhere around 60 F1
Training with PEFT gets in the 74-75 F1 range each time, with no failures observed so far.

Adds a chunk of test to the sentiment training which starts the Pipeline with a peft-trained model

Also included is adding a uses-charlm flag to the config, so that inadvertently passing a charlm (such as via Pipeline) to the sentiment model doesn't blow up if it was trained w/o a charlm",
21,2024-01-20T01:31:10Z,https://github.com/stanfordnlp/stanza/issues/1333,,"Hello

I got an error saying that the model predicted span that crosses two sentences and to send the example to github. Here is my code (pretty simple):

`import stanza

pipe = stanza.Pipeline(""en"", processors=""tokenize, coref"")
out = pipe(""""""If an electrical machine or equipment generates mechanical vibrations when in service, e.g. because it is out of balance, the vibration amplitude measured on the machine or the equipment on board shall not lie outside area A. For this evaluation, reference is made only to the self-generated vibration components. Area A may only be utilized if the loading of all components, with due allowance for local excess vibration, does not impair reliable long-term operation"""""")

print(out)` 

My guess is on the term ""Area A"". Is the model currently unable to process coreference that cross two sentence? What can I do about the sentence? 

Thank you
",
22,2024-01-17T19:18:40Z,https://github.com/stanfordnlp/stanza/issues/1332,,"**Describe the bug**
Whether I try and create a pipeline or download a model, I get mismatching md5 values

**To Reproduce**
```py
import stanza
stanza.download('en') # alternatively, stanza.Pipeline('en')
```
```
ValueError: md5 for C:\Users\vaavew\stanza_resources\en\default.zip is d788b1276f5eaa65c584543e2906db5f, expected d42b2d71cf57acd04ee9c4ef5b66a98f
# alternatively,
# ValueError: md5 for C:\Users\vaavew\stanza_resources\en\tokenize\combined.pt is d788b1276f5eaa65c584543e2906db5f, expected 10308f3db6c36e7c27aee30dea92c786
```

**Expected behavior**
I would have expected the models to download appropriately

**Environment (please complete the following information):**
 - OS: Windows
 - Python version: 3.11
 - Stanza version: 1.7.0

**Additional context**
I'm working through a work VPN, and I turn the proxy on to download. The downloads reach 100%.
",
23,2024-01-14T21:25:48Z,https://github.com/stanfordnlp/stanza/pull/1331,,"Potentially lowercase the data in a lemmatizer if all of the training data (or a user flag) requested it

Testing additions:

Add a basic unit test of the all_lowercase function Add a test of the caseless lemmatizer in the Pipeline Test that the Latin ITTB lemmatizer is marked as caseless.  Check that the results for capitalized text is as expected

Addresses https://github.com/stanfordnlp/stanza/issues/1330
",
24,2024-01-10T17:48:02Z,https://github.com/stanfordnlp/stanza/issues/1329,,"I noticed the following note in the [docs](https://stanfordnlp.github.io/stanza/data_conversion.html).

```
Note:
convert_dict is now marked as deprecated, as internally we use the Document object everywhere. If you have a use case where you need it, please let us know!
```

I still use convert_dict sometimes because libraries for parsing coreference resolution data from conll files in the CoNLL-2012 Shared Task format, for example using `conll_transform.compute_chains` in [boberle/corefconversion](https://github.com/boberle/corefconversion), often require accessing the conll data as List[List[List]]. Some datasets as recent as 2020/2021 use this format. That being said I am not sure if this is a use case worth incentivizing, but maybe it would make sense to have some way to convert CoNLL-2012 coreference format into the Stanza format.",
25,2024-01-07T00:54:24Z,https://github.com/stanfordnlp/stanza/issues/1328,,"Hi,
I saw [Quote Attribution is supported in CoreNLP](https://stanfordnlp.github.io/CoreNLP/quote.html), is there any way to do it in Python?
Thanks!",
26,2023-12-20T15:31:45Z,https://github.com/stanfordnlp/stanza/issues/1324,,"In your webpage you report results on Greek **gud** model : https://stanfordnlp.github.io/stanza/performance.html
But when I'm trying to download available models only this model for Greek is available,  namely Greek **gdt** and  in the huggingface platform as well--
is the Greek GUD model available somewhere online or not?",
27,2023-12-15T10:03:36Z,https://github.com/stanfordnlp/stanza/pull/1322,,"Add SpacesAfter and SpacesBefore when processing a document with the Pipeline.

https://github.com/stanfordnlp/stanza/issues/1315",
28,2023-12-13T21:47:12Z,https://github.com/stanfordnlp/stanza/pull/1321,,"## Description
Resolve `DeprecationWarning`'s emitted for invalid escape sequences in python 3.11 and newer.

## Fixes Issues
Relates to #1293.

This fixes py3.11+ compatibility that arises from invalid escape literals in strings. Raw strings should be used for regexes and other strings that contain legitimate backslahes.

[Python library reference](https://docs.python.org/3/reference/lexical_analysis.html#string-and-bytes-literals).
Or on [SO](https://stackoverflow.com/questions/50504500/deprecationwarning-invalid-escape-sequence-what-to-use-instead-of-d), if you prefer.

I have made sure that no other instances of this error are present in codebase (via `ruff check . --select W605`, here's [this rule](https://docs.astral.sh/ruff/rules/invalid-escape-sequence/)) 

## Unit test coverage
This issue should be addressed at the linter level. Ready to contribute a linting solution to catch this if authors are ready to accept some linting pipeline (which would be a good thing to do).

## Known breaking changes/behaviors
This change is fully backwards-compatible. Sorry for whitespace removed on autosave, I hope it was not so important for you, guys...
",
29,2023-12-13T05:37:42Z,https://github.com/stanfordnlp/stanza/pull/1320,,"This PR splits out the utility optimizer into separate parts for Bert and non-Bert; this method is backwards compatible, such that `get_optimizer` gets retained to be used for methods that have not yet been migrated, while a new `get_split_optimizer` is used for methods that desire an optimizer that has been split out. 

Further, the optimizer takes an `is_peft` option which stages the optimizer to tune `.parameters()` of the Bert model instead of filtering for`.named_parameters()` which is selected. This allows HF Peft to do weird shenanigans to the parameters value, and we will—when the weights trainable is being constrained by the Peft library—tune what it tells us to tune instead of tuning things that we select via its name. 

Taking advantage of this fact that we have a split optimizer now, Part of Speech tagging with Bert finetuning features a learning rate scheduler which a warmup and a linear decay if the user requests the Bert to be tuned. ",
30,2023-12-04T12:24:15Z,https://github.com/stanfordnlp/stanza/pull/1318,,"## Description
The code was updated to include a missing parameter in the function call download_resources_json(). The modification involved adding a new parameter resources_filepath=None to the function signature. This change allows for specifying a custom file path for the downloaded resources, while still providing a default value of None if no path is specified.

This modification ensures that the function call is now properly formatted and includes all required parameters. The bug has been fixed, and the code is now able to handle the download of resources correctly.

## Fixes Issues
#1317 
",
31,2023-12-04T12:10:54Z,https://github.com/stanfordnlp/stanza/issues/1317,,"The following is the code that triggers the bug
```
import stanza
proxies = {'http': 'http://ip:port', 'https': 'http://ip:port'}
stanza.download('en', proxies=proxies)  
```
exception
```
---------------------------------------------------------------------------
TypeError                                 Traceback (most recent call last)
...
...
...
TypeError: expected str, bytes or os.PathLike object, not dict
```",
32,2023-12-04T02:17:55Z,https://github.com/stanfordnlp/stanza/issues/1316,,"**Describe the bug**
I was following the tutorial on the website trying to load a constituency parsing model using the following code

```
import stanza

pipe = stanza.Pipeline(lang='en', processors='tokenize,pos,constituency', package='default_accurate')
# nlp = stanza.Pipeline(lang='en', processors='tokenize,pos,constituency')
doc = pipe('This is a test')
for sentence in doc.sentences:
    print(sentence.constituency)
```

However, the following key error appeared

```
Traceback (most recent call last):
  File ""/data/dzc/repo/Text2NKG-main/test.py"", line 3, in <module>
    pipe = stanza.Pipeline(lang='en', processors='tokenize,pos,constituency', package='default_accurate')
  File ""/home/dzc/miniconda3/envs/text2nkg/lib/python3.9/site-packages/stanza/pipeline/core.py"", line 304, in __init__
    self.processors[processor_name] = NAME_TO_PROCESSOR_CLASS[processor_name](config=curr_processor_config,
  File ""/home/dzc/miniconda3/envs/text2nkg/lib/python3.9/site-packages/stanza/pipeline/processor.py"", line 193, in __init__
    self._set_up_model(config, pipeline, device)
  File ""/home/dzc/miniconda3/envs/text2nkg/lib/python3.9/site-packages/stanza/pipeline/pos_processor.py"", line 32, in _set_up_model
    self._trainer = Trainer(pretrain=self.pretrain, model_file=config['model_path'], device=device, args=args, foundation_cache=pipeline.foundation_cache)
  File ""/home/dzc/miniconda3/envs/text2nkg/lib/python3.9/site-packages/stanza/models/pos/trainer.py"", line 33, in __init__
    self.load(model_file, pretrain, args=args, foundation_cache=foundation_cache)
  File ""/home/dzc/miniconda3/envs/text2nkg/lib/python3.9/site-packages/stanza/models/pos/trainer.py"", line 124, in load
    self.model = Tagger(self.args, self.vocab, emb_matrix=emb_matrix, share_hid=self.args['share_hid'], foundation_cache=foundation_cache)
  File ""/home/dzc/miniconda3/envs/text2nkg/lib/python3.9/site-packages/stanza/models/pos/model.py"", line 86, in __init__
    bert_model, bert_tokenizer = load_bert(self.args['bert_model'], foundation_cache)
  File ""/home/dzc/miniconda3/envs/text2nkg/lib/python3.9/site-packages/stanza/models/common/foundation_cache.py"", line 95, in load_bert
    return foundation_cache.load_bert(model_name)
  File ""/home/dzc/miniconda3/envs/text2nkg/lib/python3.9/site-packages/stanza/models/common/foundation_cache.py"", line 39, in load_bert
    model, tokenizer = bert_embedding.load_bert(transformer_name)
  File ""/home/dzc/miniconda3/envs/text2nkg/lib/python3.9/site-packages/stanza/models/common/bert_embedding.py"", line 52, in load_bert
    bert_model = AutoModel.from_pretrained(model_name)
  File ""/data/dzc/repo/Text2NKG-main/transformers/src/transformers/modeling_auto.py"", line 376, in from_pretrained
    config = AutoConfig.from_pretrained(pretrained_model_name_or_path, **kwargs)
  File ""/data/dzc/repo/Text2NKG-main/transformers/src/transformers/configuration_auto.py"", line 187, in from_pretrained
    config_class = CONFIG_MAPPING[config_dict[""model_type""]]
KeyError: 'electra'
```

I check the dict variable CONFIG_MAPPING and did not find the proper mapping for electra
```
CONFIG_MAPPING = OrderedDict(
    [
        (""t5"", T5Config,),
        (""distilbert"", DistilBertConfig,),
        (""albert"", AlbertConfig,),
        (""camembert"", CamembertConfig,),
        (""xlm-roberta"", XLMRobertaConfig,),
        (""bart"", BartConfig,),
        (""roberta"", RobertaConfig,),
        (""flaubert"", FlaubertConfig,),
        (""bert"", BertConfig,),
        (""openai-gpt"", OpenAIGPTConfig,),
        (""gpt2"", GPT2Config,),
        (""transfo-xl"", TransfoXLConfig,),
        (""xlnet"", XLNetConfig,),
        (""xlm"", XLMConfig,),
        (""ctrl"", CTRLConfig,),
    ]
)
```
",
33,2023-12-01T01:42:51Z,https://github.com/stanfordnlp/stanza/pull/1314,,Merge v1.7.0 from dev to main,
